Date, Temperature, Humidity, Alert Status
2019-02-07 03:20:07,18.3,52.40,False
2019-02-07 03:20:38,18.3,52.00,False
2019-02-07 03:21:11,18.3,51.80,False
2019-02-07 03:21:44,18.3,51.70,False
2019-02-07 03:22:14,18.2,51.60,False
2019-02-07 03:22:45,18.2,51.40,False
2019-02-07 03:23:15,18.2,51.40,False
2019-02-07 03:23:46,18.2,51.40,False
2019-02-07 03:24:17,18.2,51.40,False
2019-02-07 03:24:47,18.2,51.30,False
2019-02-07 03:25:20,18.2,51.10,False
2019-02-07 03:25:51,18.2,51.10,False
2019-02-07 03:26:21,18.2,51.10,False
2019-02-07 03:26:52,18.2,51.20,False
2019-02-07 03:27:23,18.1,51.10,False
2019-02-07 03:27:53,18.1,51.80,False
2019-02-07 03:28:24,18.1,52.00,False
2019-02-07 03:28:54,18.0,52.50,False
2019-02-07 03:29:27,18.0,53.40,False
2019-02-07 03:29:58,18.0,53.40,False
2019-02-07 03:30:28,18.1,53.60,False
2019-02-07 03:30:59,18.2,53.40,False
2019-02-07 03:31:32,18.2,53.00,False
2019-02-07 03:32:10,18.3,52.60,False
2019-02-07 03:32:41,18.3,52.60,False
2019-02-07 03:33:11,18.3,52.30,False
2019-02-07 03:33:42,18.3,52.20,False
2019-02-07 03:34:20,18.2,51.60,False
2019-02-07 03:34:51,18.3,51.70,False
2019-02-07 03:35:29,18.2,51.60,False
2019-02-07 03:35:59,18.2,51.60,False
2019-02-07 03:36:30,18.1,51.40,False
2019-02-07 03:37:03,18.1,51.40,False
2019-02-07 03:37:34,18.1,51.40,False
2019-02-07 03:38:04,18.1,51.40,False
2019-02-07 03:38:35,18.1,51.40,False
2019-02-07 03:39:10,18.0,51.40,False
2019-02-07 03:39:41,18.0,51.40,False
2019-02-07 03:40:14,18.0,51.70,False
2019-02-07 03:40:47,18.0,52.10,False
2019-02-07 03:41:20,18.0,52.50,False
2019-02-07 03:41:51,18.0,52.60,False
2019-02-07 03:42:21,18.1,53.00,False
2019-02-07 03:42:52,18.1,53.30,False
2019-02-07 03:43:22,18.1,53.30,False
2019-02-07 03:43:56,18.3,53.10,False
2019-02-07 03:44:26,18.2,53.00,False
2019-02-07 03:44:57,18.3,52.80,False
2019-02-07 03:45:30,18.3,52.10,False
2019-02-07 03:46:03,18.3,52.00,False
2019-02-07 03:46:33,18.2,51.90,False
2019-02-07 03:47:12,18.2,51.70,False
2019-02-07 03:47:50,18.2,51.80,False
2019-02-07 03:48:20,18.2,51.40,False
2019-02-07 03:49:06,18.1,51.40,False
2019-02-07 03:49:37,18.1,51.50,False
2019-02-07 03:50:07,18.1,51.40,False
2019-02-07 03:50:38,18.1,51.40,False
2019-02-07 03:51:13,18.0,51.50,False
2019-02-07 03:51:44,18.0,51.50,False
2019-02-07 03:52:17,18.1,51.40,False
2019-02-07 03:52:50,18.0,51.40,False
2019-02-07 03:53:21,18.0,51.40,False
2019-02-07 03:53:51,18.0,51.70,False
2019-02-07 03:54:22,18.0,52.30,False
2019-02-07 03:54:52,18.0,52.70,False
2019-02-07 03:55:25,18.1,53.30,False
2019-02-07 03:55:56,18.0,53.30,False
2019-02-07 03:56:26,18.1,53.30,False
2019-02-07 03:57:05,18.2,52.90,False
2019-02-07 03:57:35,18.2,52.90,False
2019-02-07 03:58:06,18.3,52.70,False
2019-02-07 03:58:39,18.3,52.20,False
2019-02-07 03:59:09,18.3,52.20,False
2019-02-07 03:59:40,18.3,51.90,False
2019-02-07 04:00:11,18.3,51.60,False
2019-02-07 04:00:41,18.3,51.50,False
2019-02-07 04:01:12,18.3,51.40,False
2019-02-07 04:01:45,18.1,51.30,False
2019-02-07 04:02:15,18.2,51.40,False
2019-02-07 04:02:48,18.1,51.40,False
2019-02-07 04:03:21,18.1,51.40,False
2019-02-07 04:03:52,18.1,52.20,False
2019-02-07 04:04:23,18.1,51.40,False
2019-02-07 04:04:56,18.0,51.30,False
2019-02-07 04:07:33,17.4,55.30,False
2019-02-07 04:07:58,17.5,55.90,False
2019-02-07 04:08:29,17.4,55.80,False
2019-02-07 04:08:59,17.6,55.90,False
2019-02-07 04:09:30,17.8,55.90,False
2019-02-07 04:10:05,17.8,55.30,False
2019-02-07 04:10:36,17.9,55.30,False
2019-02-07 04:11:07,17.8,55.00,False
2019-02-07 04:11:40,17.6,54.60,False
2019-02-07 04:12:18,17.5,55.40,False
2019-02-07 04:12:48,17.5,54.90,False
2019-02-07 04:13:19,17.4,55.20,False
2019-02-07 04:13:50,17.3,55.30,False
2019-02-07 04:14:20,17.1,55.50,False
2019-02-07 04:14:58,16.9,55.90,False
2019-02-07 04:15:29,16.9,56.00,False
2019-02-07 04:15:59,16.8,56.10,False
2019-02-07 04:16:30,16.8,56.40,False
2019-02-07 04:17:01,16.7,56.60,False
2019-02-07 04:17:31,16.6,56.70,False
2019-02-07 04:18:02,16.6,56.90,False
2019-02-07 04:18:32,16.7,57.60,False
2019-02-07 04:19:08,16.8,58.30,False
2019-02-07 04:19:39,16.9,58.40,False
2019-02-07 04:20:09,17.1,58.20,False
2019-02-07 04:20:42,17.5,57.40,False
2019-02-07 04:21:13,17.5,57.30,False
2019-02-07 04:21:43,17.6,56.70,False
2019-02-07 04:22:16,17.7,55.70,False
2019-02-07 04:22:47,17.7,55.10,False
2019-02-07 04:23:18,17.6,55.30,False
2019-02-07 04:23:58,17.4,55.20,False
2019-02-07 04:24:39,17.3,56.10,False
2019-02-07 04:25:10,17.2,55.40,False
2019-02-07 04:25:40,17.2,55.60,False
2019-02-07 04:26:16,16.9,55.50,False
2019-02-07 04:46:06,17.8,56.00,False
2019-02-07 04:47:01,17.6,55.40,False
2019-02-07 04:47:34,17.4,55.30,False
2019-02-07 04:47:53,17.4,55.40,False
2019-02-07 04:48:23,17.4,55.40,False
2019-02-07 04:48:54,17.2,55.70,False
2019-02-07 04:56:47,17.6,56.40,False
2019-02-07 04:57:17,17.6,56.90,False
2019-02-07 04:57:48,17.7,56.50,False
2019-02-07 04:58:19,17.6,55.90,False
2019-02-07 04:58:52,17.5,55.50,False
2019-02-07 04:59:22,17.5,55.40,False
2019-02-07 04:59:53,17.4,55.50,False
2019-02-07 05:00:26,17.2,55.70,False
2019-02-07 05:01:02,17.1,56.10,False
2019-02-07 05:01:32,17.1,55.80,False
2019-02-07 05:02:08,16.9,56.20,False
2019-02-07 05:02:38,16.9,56.30,False
2019-02-07 05:03:09,16.9,56.50,False
2019-02-07 05:03:39,16.8,56.50,False
2019-02-07 05:04:10,16.7,56.80,False
2019-02-07 05:04:41,16.7,56.90,False
2019-02-07 05:05:14,16.6,57.40,False
2019-02-07 05:05:47,16.6,58.40,False
2019-02-07 05:06:17,16.7,57.90,False
2019-02-07 05:06:48,16.8,58.30,False
2019-02-07 05:07:18,16.9,58.30,False
2019-02-07 05:07:49,17.2,58.10,False
2019-02-07 05:08:25,17.5,57.30,False
2019-02-07 05:08:55,17.6,57.10,False
2019-02-07 05:09:26,17.7,56.50,False
2019-02-07 05:09:56,17.6,56.00,False
2019-02-07 05:10:30,17.6,55.40,False
2019-02-07 05:11:00,17.5,55.30,False
2019-02-07 05:11:31,17.5,55.30,False
2019-02-07 05:12:01,17.4,55.40,False
2019-02-07 05:12:42,17.1,55.20,False
2019-02-07 05:13:15,17.1,55.70,False
2019-02-07 05:13:48,17.0,56.20,False
2019-02-07 05:14:19,16.9,56.10,False
2019-02-07 05:14:52,16.8,56.40,False
2019-02-07 05:15:22,16.8,56.40,False
2019-02-07 05:15:53,16.7,56.60,False
2019-02-07 05:16:23,16.7,56.90,False
2019-02-07 05:16:54,16.6,57.00,False
2019-02-07 05:17:25,16.6,57.10,False
2019-02-07 05:17:58,16.6,58.00,False
2019-02-07 05:18:28,16.6,58.10,False
2019-02-07 05:18:59,16.8,58.30,False
2019-02-07 05:19:29,17.0,58.30,False
2019-02-07 05:20:02,17.5,57.50,False
2019-02-07 05:20:46,17.6,56.60,False
2019-02-07 05:21:16,17.6,56.50,False
2019-02-07 05:21:47,17.7,55.90,False
2019-02-07 05:22:17,17.7,55.50,False
2019-02-07 05:22:48,17.6,55.20,False
2019-02-07 05:23:21,17.5,55.20,False
2019-02-07 05:23:52,17.4,55.30,False
2019-02-07 05:24:22,17.3,55.30,False
2019-02-07 05:24:53,17.3,55.50,False
2019-02-07 05:25:23,17.2,55.70,False
2019-02-07 05:25:56,17.0,56.10,False
2019-02-07 05:26:27,16.9,56.00,False
2019-02-07 05:26:58,16.9,56.20,False
2019-02-07 05:27:28,16.8,56.40,False
2019-02-07 05:27:59,16.7,56.50,False
2019-02-07 05:28:29,16.7,56.70,False
2019-02-07 05:29:00,16.6,56.80,False
2019-02-07 05:29:30,16.6,57.00,False
2019-02-07 05:30:01,16.6,57.30,False
2019-02-07 05:30:32,16.6,57.90,False
2019-02-07 05:31:05,16.8,58.10,False
2019-02-07 05:31:35,16.8,58.10,False
2019-02-07 05:32:08,17.3,57.80,False
2019-02-07 05:32:39,17.3,57.70,False
2019-02-07 05:33:09,17.5,57.30,False
2019-02-07 05:33:43,17.7,55.90,False
2019-02-07 05:34:16,17.6,55.60,False
2019-02-07 05:34:46,17.6,55.60,False
2019-02-07 05:35:19,17.5,55.20,False
2019-02-07 05:35:50,17.5,55.10,False
2019-02-07 05:36:20,17.4,55.20,False
2019-02-07 05:36:59,17.2,55.50,False
2019-02-07 05:37:29,17.2,55.50,False
2019-02-07 05:38:00,17.1,55.70,False
2019-02-07 05:38:30,17.0,55.70,False
2019-02-07 05:39:01,16.9,55.90,False
2019-02-07 05:39:31,16.8,56.30,False
2019-02-07 05:40:02,16.8,56.40,False
2019-02-07 05:40:35,16.7,56.70,False
2019-02-07 05:41:06,16.7,56.80,False
2019-02-07 05:41:36,16.6,56.90,False
2019-02-07 05:42:07,16.6,57.10,False
2019-02-07 05:42:42,16.7,57.90,False
2019-02-07 05:43:13,16.7,57.90,False
2019-02-07 05:43:43,16.8,58.10,False
2019-02-07 05:44:17,17.3,57.90,False
2019-02-07 05:44:47,17.3,57.80,False
2019-02-07 05:45:18,17.6,57.30,False
2019-02-07 05:45:48,17.6,56.80,False
2019-02-07 05:46:19,17.7,56.30,False
2019-02-07 05:46:49,17.7,55.70,False
2019-02-07 05:47:20,17.6,55.40,False
2019-02-07 05:47:50,17.6,55.40,False
2019-02-07 05:48:21,17.5,55.30,False
2019-02-07 05:48:54,17.3,55.40,False
2019-02-07 05:49:30,17.2,55.50,False
2019-02-07 05:50:00,17.2,55.60,False
2019-02-07 05:50:31,17.1,55.70,False
2019-02-07 05:51:06,16.9,56.10,False
2019-02-07 05:51:37,16.9,56.10,False
2019-02-07 05:52:08,16.8,56.10,False
2019-02-07 05:52:38,16.8,56.50,False
2019-02-07 05:53:09,16.7,56.70,False
2019-02-07 05:53:42,16.6,56.70,False
2019-02-07 05:54:15,16.6,56.90,False
2019-02-07 05:54:45,16.6,57.00,False
2019-02-07 05:55:16,16.6,57.50,False
2019-02-07 05:55:49,16.8,58.10,False
2019-02-07 05:56:22,17.0,58.10,False
2019-02-07 05:56:53,16.9,58.10,False
2019-02-07 05:57:23,17.2,58.00,False
2019-02-07 05:58:01,17.6,56.90,False
2019-02-07 05:58:42,17.7,56.00,False
2019-02-07 05:59:13,17.7,55.90,False
2019-02-07 05:59:48,17.6,55.40,False
2019-02-07 06:00:19,17.6,55.30,False
2019-02-07 06:00:49,17.6,55.10,False
2019-02-07 06:01:30,17.3,55.30,False
2019-02-07 06:02:01,17.3,55.30,False
2019-02-07 06:02:34,17.1,55.70,False
2019-02-07 06:03:04,17.1,55.70,False
2019-02-07 06:03:35,17.1,55.90,False
2019-02-07 06:04:05,17.0,56.10,False
2019-02-07 06:04:41,16.8,56.30,False
2019-02-07 06:05:12,16.8,56.30,False
2019-02-07 06:05:42,16.8,56.40,False
2019-02-07 06:06:18,16.6,56.70,False
2019-02-07 06:06:51,16.6,56.90,False
2019-02-07 06:07:24,16.6,57.20,False
2019-02-07 06:08:00,16.7,57.80,False
2019-02-07 06:08:30,16.6,57.70,False
2019-02-07 06:09:06,17.0,58.10,False
2019-02-07 06:09:36,17.0,58.10,False
2019-02-07 06:10:07,17.2,57.80,False
2019-02-07 06:10:38,17.5,57.40,False
2019-02-07 06:11:08,17.7,56.90,False
2019-02-07 06:11:39,17.7,56.30,False
2019-02-07 06:12:09,17.7,55.60,False
2019-02-07 06:12:40,17.7,55.40,False
2019-02-07 06:13:10,17.6,55.20,False
2019-02-07 06:13:41,17.6,55.20,False
2019-02-07 06:14:12,17.4,55.20,False
2019-02-07 06:14:42,17.3,55.20,False
2019-02-07 06:15:15,17.1,55.70,False
2019-02-07 06:15:46,17.1,55.70,False
2019-02-07 06:16:19,16.9,55.90,False
2019-02-07 06:16:49,16.9,55.90,False
2019-02-07 06:17:25,16.8,56.50,False
2019-02-07 06:17:56,16.8,56.50,False
2019-02-07 06:18:26,16.7,56.00,False
2019-02-07 06:19:02,16.6,56.80,False
2019-02-07 06:19:32,16.6,56.80,False
2019-02-07 06:20:03,16.6,56.90,False
2019-02-07 06:20:36,16.7,57.80,False
2019-02-07 06:21:07,16.7,57.80,False
2019-02-07 06:21:37,16.8,58.10,False
2019-02-07 06:22:10,17.2,58.50,False
2019-02-07 06:22:41,17.3,57.70,False
2019-02-07 06:23:11,17.4,57.60,False
2019-02-07 06:23:42,17.5,56.90,False
2019-02-07 06:24:13,17.6,56.40,False
2019-02-07 06:24:43,17.6,55.90,False
2019-02-07 06:25:16,17.6,55.30,False
2019-02-07 06:25:47,17.6,55.30,False
2019-02-07 06:26:17,17.5,55.20,False
2019-02-07 06:26:48,17.4,55.30,False
2019-02-07 06:27:18,17.3,55.40,False
2019-02-07 06:27:49,17.2,55.50,False
2019-02-07 06:28:20,17.1,55.70,False
2019-02-07 06:28:50,17.0,55.70,False
2019-02-07 06:29:21,16.9,55.90,False
2019-02-07 06:29:51,16.8,56.10,False
2019-02-07 06:30:22,16.8,56.30,False
2019-02-07 06:30:57,16.6,56.60,False
2019-02-07 06:31:28,16.7,56.60,False
2019-02-07 06:31:59,16.6,56.70,False
2019-02-07 06:32:29,16.6,56.90,False
2019-02-07 06:33:00,16.6,57.40,False
2019-02-07 06:33:33,16.8,58.00,False
2019-02-07 06:34:03,16.8,58.00,False
2019-02-07 06:34:34,17.1,58.00,False
2019-02-07 06:35:05,17.3,57.70,False
2019-02-07 06:35:35,17.5,57.20,False
2019-02-07 06:36:11,17.6,56.50,False
2019-02-07 06:36:41,17.6,55.90,False
2019-02-07 06:37:12,17.6,55.60,False
2019-02-07 06:37:42,17.6,55.40,False
2019-02-07 06:38:13,17.5,55.20,False
2019-02-07 06:38:44,17.4,55.20,False
2019-02-07 06:39:14,17.3,55.20,False
2019-02-07 06:39:45,17.2,55.70,False
2019-02-07 06:40:15,17.1,55.60,False
2019-02-07 06:40:46,17.0,55.70,False
2019-02-07 06:41:16,16.9,55.90,False
2019-02-07 06:41:47,16.8,56.10,False
2019-02-07 06:42:17,16.8,56.10,False
2019-02-07 06:42:48,16.7,56.30,False
2019-02-07 06:43:19,16.7,56.60,False
2019-02-07 06:43:49,16.6,56.60,False
2019-02-07 06:44:20,16.5,56.80,False
2019-02-07 06:44:50,16.6,57.50,False
2019-02-07 06:45:21,16.7,57.90,False
2019-02-07 06:45:51,16.8,57.90,False
2019-02-07 06:46:27,17.2,57.50,False
2019-02-07 06:47:00,17.5,57.30,False
2019-02-07 06:47:31,17.5,57.30,False
2019-02-07 06:48:01,17.6,56.60,False
2019-02-07 06:48:32,17.6,56.10,False
2019-02-07 06:49:02,17.6,55.70,False
2019-02-07 06:49:33,17.5,55.40,False
2019-02-07 06:50:04,17.5,55.30,False
2019-02-07 06:50:34,17.4,55.30,False
2019-02-07 06:51:05,17.3,55.30,False
2019-02-07 06:51:35,17.1,55.60,False
2019-02-07 06:52:06,17.1,55.80,False
2019-02-07 06:52:36,17.0,56.00,False
2019-02-07 06:53:07,16.9,56.00,False
2019-02-07 06:53:37,16.8,56.00,False
2019-02-07 06:54:08,16.8,56.40,False
2019-02-07 06:54:39,16.7,56.40,False
2019-02-07 06:55:09,16.6,56.60,False
2019-02-07 06:55:40,16.6,56.80,False
2019-02-07 06:56:10,16.6,57.10,False
2019-02-07 06:56:41,16.6,57.60,False
2019-02-07 06:57:14,16.9,57.90,False
2019-02-07 06:57:47,17.1,58.00,False
2019-02-07 06:58:18,17.1,57.70,False
2019-02-07 06:58:48,17.3,57.40,False
2019-02-07 06:59:19,17.5,56.90,False
2019-02-07 06:59:54,17.6,55.80,False
2019-02-07 07:00:25,17.6,55.70,False
2019-02-07 07:00:55,17.6,55.40,False
2019-02-07 07:01:29,17.4,55.20,False
2019-02-07 07:01:59,17.4,55.20,False
2019-02-07 07:02:32,17.2,55.20,False
2019-02-07 07:03:03,17.2,55.30,False
2019-02-07 07:03:33,17.1,55.50,False
2019-02-07 07:04:04,17.0,55.60,False
2019-02-07 07:04:35,16.9,55.80,False
2019-02-07 07:05:05,16.8,55.90,False
2019-02-07 07:05:36,16.8,56.10,False
2019-02-07 07:06:06,16.7,56.40,False
2019-02-07 07:06:37,16.6,56.50,False
2019-02-07 07:07:07,16.6,56.70,False
2019-02-07 07:07:38,16.5,57.10,False
2019-02-07 07:08:11,16.8,57.80,False
2019-02-07 07:08:42,16.7,57.80,False
2019-02-07 07:09:12,16.9,57.80,False
2019-02-07 07:09:43,17.1,57.60,False
2019-02-07 07:10:13,17.4,57.20,False
2019-02-07 07:10:44,17.6,56.60,False
2019-02-07 07:11:14,17.6,55.90,False
2019-02-07 07:11:45,17.7,55.50,False
2019-02-07 07:12:15,17.6,55.20,False
2019-02-07 07:12:46,17.5,55.20,False
2019-02-07 07:13:19,17.4,55.10,False
2019-02-07 07:13:50,17.3,55.10,False
2019-02-07 07:14:23,17.1,55.30,False
2019-02-07 07:14:53,17.1,55.30,False
2019-02-07 07:15:26,17.0,55.70,False
2019-02-07 07:15:57,16.9,55.70,False
2019-02-07 07:16:28,16.9,55.80,False
2019-02-07 07:16:58,16.8,56.30,False
2019-02-07 07:17:29,16.8,56.30,False
2019-02-07 07:17:59,16.7,56.30,False
2019-02-07 07:18:35,16.5,56.50,False
2019-02-07 07:19:05,16.5,56.50,False
2019-02-07 07:19:39,16.6,57.50,False
2019-02-07 07:20:14,16.7,57.80,False
2019-02-07 07:20:45,16.7,57.80,False
2019-02-07 07:21:15,16.9,57.80,False
2019-02-07 07:21:46,17.2,57.70,False
2019-02-07 07:22:16,17.4,57.30,False
2019-02-07 07:22:47,17.5,56.90,False
2019-02-07 07:23:18,17.6,56.30,False
2019-02-07 07:23:48,17.6,55.90,False
2019-02-07 07:24:21,17.5,55.30,False
2019-02-07 07:24:52,17.4,55.20,False
2019-02-07 07:25:22,17.4,55.20,False
2019-02-07 07:25:53,17.3,55.20,False
2019-02-07 07:26:23,17.2,55.30,False
2019-02-07 07:26:54,17.1,55.90,False
2019-02-07 07:27:25,17.0,55.60,False
2019-02-07 07:27:55,16.9,55.90,False
2019-02-07 07:28:26,16.8,56.00,False
2019-02-07 07:28:56,16.8,56.30,False
2019-02-07 07:29:27,16.7,56.30,False
2019-02-07 07:29:57,16.6,56.30,False
2019-02-07 07:30:28,16.6,56.70,False
2019-02-07 07:30:58,16.6,57.20,False
2019-02-07 07:31:29,16.7,57.60,False
2019-02-07 07:32:00,16.8,57.70,False
2019-02-07 07:32:30,17.0,57.60,False
2019-02-07 07:33:01,17.3,57.40,False
2019-02-07 07:33:34,17.6,56.40,False
2019-02-07 07:34:04,17.5,56.30,False
2019-02-07 07:34:35,17.6,55.80,False
2019-02-07 07:35:06,17.6,55.50,False
2019-02-07 07:35:36,17.5,55.00,False
2019-02-07 07:36:07,17.4,55.00,False
2019-02-07 07:36:37,17.4,55.00,False
2019-02-07 07:37:10,17.1,55.30,False
2019-02-07 07:37:41,17.1,55.40,False
2019-02-07 07:38:11,17.0,55.60,False
2019-02-07 07:38:47,16.8,55.90,False
2019-02-07 07:39:18,16.8,56.00,False
2019-02-07 07:39:48,16.7,56.20,False
2019-02-07 07:40:19,16.7,56.40,False
2019-02-07 07:40:49,16.6,56.50,False
2019-02-07 07:41:20,16.6,56.90,False
2019-02-07 07:41:51,16.6,57.30,False
2019-02-07 07:42:26,16.7,58.10,False
2019-02-07 07:42:57,16.7,58.10,False
2019-02-07 07:43:27,16.9,58.20,False
2019-02-07 07:43:58,17.1,58.00,False
2019-02-07 07:44:28,17.4,57.60,False
2019-02-07 07:44:59,17.6,57.00,False
2019-02-07 07:45:32,17.7,55.80,False
2019-02-07 07:46:03,17.7,55.70,False
2019-02-07 07:46:33,17.7,55.40,False
2019-02-07 07:47:04,17.6,55.10,False
2019-02-07 07:47:34,17.5,55.10,False
2019-02-07 07:48:05,17.4,55.10,False
2019-02-07 07:48:35,17.2,55.80,False
2019-02-07 07:49:06,17.1,55.30,False
2019-02-07 07:49:37,17.0,55.60,False
2019-02-07 07:50:07,16.9,55.70,False
2019-02-07 07:50:38,16.8,55.80,False
2019-02-07 07:51:08,16.7,55.90,False
2019-02-07 07:51:39,16.7,56.20,False
2019-02-07 07:52:09,16.7,56.40,False
2019-02-07 07:52:40,16.6,56.40,False
2019-02-07 07:53:10,16.6,56.70,False
2019-02-07 07:53:41,16.6,57.20,False
2019-02-07 07:54:12,16.7,57.60,False
2019-02-07 07:54:42,16.8,57.80,False
2019-02-07 07:55:13,17.0,57.80,False
2019-02-07 07:55:43,17.2,57.60,False
2019-02-07 07:56:14,17.5,57.20,False
2019-02-07 07:56:44,17.6,56.50,False
2019-02-07 07:57:15,17.6,55.90,False
2019-02-07 07:57:45,17.6,55.40,False
2019-02-07 07:58:16,17.6,55.30,False
2019-02-07 07:58:47,17.5,55.10,False
2019-02-07 07:59:17,17.4,55.00,False
2019-02-07 07:59:50,17.2,55.10,False
2019-02-07 08:00:21,17.2,55.20,False
2019-02-07 08:00:51,17.1,55.30,False
2019-02-07 08:01:22,17.0,55.60,False
2019-02-07 08:01:53,16.9,55.70,False
2019-02-07 08:02:23,16.8,55.80,False
2019-02-07 08:02:54,16.7,55.90,False
2019-02-07 08:03:24,16.7,56.40,False
2019-02-07 08:03:55,16.6,56.50,False
2019-02-07 08:04:25,16.5,56.70,False
2019-02-07 08:04:56,16.6,57.20,False
2019-02-07 08:05:29,16.8,57.80,False
2019-02-07 08:06:05,17.0,57.70,False
2019-02-07 08:06:35,17.1,57.70,False
2019-02-07 08:07:06,17.3,57.40,False
2019-02-07 08:07:36,17.5,57.00,False
2019-02-07 08:08:09,17.6,55.90,False
2019-02-07 08:08:40,17.6,55.90,False
2019-02-07 08:09:11,17.6,55.80,False
2019-02-07 08:09:44,17.4,55.00,False
2019-02-07 08:10:14,17.5,55.10,False
2019-02-07 08:10:45,17.4,55.00,False
2019-02-07 08:11:15,17.3,54.90,False
2019-02-07 08:11:46,17.2,55.20,False
2019-02-07 08:12:16,17.0,55.40,False
2019-02-07 08:12:47,17.0,55.60,False
2019-02-07 08:13:25,16.8,55.90,False
2019-02-07 08:13:56,16.8,55.90,False
2019-02-07 08:14:26,16.7,56.10,False
2019-02-07 08:14:57,16.7,56.30,False
2019-02-07 08:15:27,16.6,56.50,False
2019-02-07 08:15:58,16.6,56.70,False
2019-02-07 08:16:29,16.6,57.20,False
2019-02-07 08:16:59,16.7,57.70,False
2019-02-07 08:17:30,16.8,57.80,False
2019-02-07 08:18:00,17.0,57.60,False
2019-02-07 08:18:31,17.3,57.30,False
2019-02-07 08:19:01,17.4,56.80,False
2019-02-07 08:19:32,17.6,56.40,False
2019-02-07 08:20:02,17.6,55.80,False
2019-02-07 08:20:33,17.6,55.40,False
2019-02-07 08:21:04,17.5,55.20,False
2019-02-07 08:21:37,17.4,55.00,False
2019-02-07 08:22:07,17.3,55.00,False
2019-02-07 08:22:38,17.2,55.10,False
2019-02-07 08:23:11,17.0,55.90,False
2019-02-07 08:23:41,17.0,55.50,False
2019-02-07 08:24:12,16.9,55.70,False
2019-02-07 08:24:43,16.8,55.70,False
2019-02-07 08:25:13,16.7,55.90,False
2019-02-07 08:25:44,16.7,56.20,False
2019-02-07 08:26:14,16.6,56.40,False
2019-02-07 08:26:45,16.6,56.70,False
2019-02-07 08:27:15,16.6,57.10,False
2019-02-07 08:27:51,16.8,57.50,False
2019-02-07 08:28:22,16.8,57.60,False
2019-02-07 08:28:52,17.1,57.60,False
2019-02-07 08:29:28,17.5,56.60,False
2019-02-07 08:30:03,17.6,56.10,False
2019-02-07 08:30:34,17.6,56.00,False
2019-02-07 08:31:05,17.6,55.60,False
2019-02-07 08:31:35,17.6,55.20,False
2019-02-07 08:32:11,17.4,55.00,False
2019-02-07 08:32:46,17.3,55.10,False
2019-02-07 08:33:22,17.1,55.00,False
2019-02-07 08:33:53,17.1,55.10,False
2019-02-07 08:34:23,17.0,55.20,False
2019-02-07 08:34:54,17.0,55.60,False
2019-02-07 08:35:24,16.8,55.60,False
2019-02-07 08:35:55,16.8,55.90,False
